"","Cs","Ters","hs","a","v","t0"
"1",0.198012739212718,0.729648248804733,0.27575657190755,0.6255144516936,2.19889375713117,0.773298217304653
"2",0.183798393325415,0.250676358491182,0.427579988632351,0.632961966534286,2.07719915868436,0.271003763548676
"3",0.362646721715573,0.640144142089412,0.223200022336096,0.749552491227279,4.0822911506173,0.684181003739815
"4",0.266514747980982,0.363127921987325,0.383826913777739,0.603553541411673,2.97476375260306,0.393121719737707
"5",0.220454272294883,0.783307893015444,0.282734993286431,0.683747818967277,2.48117911126016,0.820528721159821
"6",0.349256617547944,0.405098097817972,0.465812049526721,0.585582572464823,3.79214667301344,0.423447034921886
"7",0.194891947526485,0.483082728553563,0.26928538158536,0.673979886422226,2.11905111225115,0.523255382275559
"8",0.235325717523228,0.523088637646288,0.282695033121854,0.689099861373413,2.57920521950297,0.559213430294662
"9",0.129323486341164,0.513836945360526,0.410556839965284,0.595631981338286,1.4595442368286,0.540097908368709
"10",0.0812106041819789,0.218496292084456,0.340638577286154,0.645723461325456,0.98680384877764,0.250755774559236
"11",0.207412128504366,0.623468194017187,0.406864794902503,0.590534492257779,2.26476608213049,0.650671408094862
"12",0.310777945513837,0.3970723236911,0.371660042367876,0.642859482825582,3.46113782778022,0.425310233998963
"13",0.270426205627155,0.321035024197772,0.210730174463242,0.696822796386416,2.90612670158625,0.371776023439881
"14",0.37139050003374,0.716107643255964,0.557588357105851,0.446634771321183,3.8099495005658,0.725639056372981
"15",0.140756746022962,0.647255221195519,0.492504432238638,0.521663922534311,1.5653808130085,0.665212326710746
"16",0.165862462760415,0.513280811952427,0.565996500849724,0.427142106229138,1.77955764161854,0.522571948178621
"17",0.144815577573609,0.506170994183049,0.584605462383479,0.394756032431288,1.56033820879854,0.513662892081536
"18",0.171894866065122,0.559903071867302,0.440576715581119,0.577498387419026,1.88423714587235,0.583170247761713
"19",0.0615954442322254,0.784802716597915,0.287233595084399,0.635318010646267,0.653161768267262,0.825418585363864
"20",0.382308013613801,0.382958006067202,0.351870671473444,0.648245727598567,4.12429840481073,0.414107424038335
"21",0.196898137603421,0.519722436415032,0.442707079648972,0.596181613641351,2.27595697012417,0.540806487770216
"22",0.133205291139893,0.256521090166643,0.412435493152589,0.595765065062847,1.54385883289767,0.282719709502873
"23",0.335546426093206,0.327606180496514,0.296221927646548,0.723965250219643,3.81558366512662,0.360815751047334
"24",0.373722651959397,0.322037014365196,0.43707308601588,0.598858649925608,4.0149465852799,0.344934990810948
"25",0.0718865819880739,0.711476472020149,0.443915740586817,0.573268448376393,0.845430990524672,0.73470962040709
"26",0.16999766288558,0.380759894987568,0.553991578798741,0.475271293006177,1.88794517141951,0.389308652746415
"27",0.180450880608987,0.422434503957629,0.220561415888369,0.677859823917657,2.01012310299533,0.47340587220246
"28",0.279059672853909,0.601827148068696,0.59106819909066,0.378971739023655,2.83315645999851,0.608227026761389
"29",0.269109947602265,0.240499015478417,0.420706236548722,0.600160532364265,2.93631151139331,0.264662933233328
"30",0.278212543907575,0.715827653743327,0.523430538643151,0.506497481574247,2.92520541985983,0.728261315899512
"31",0.138902590726502,0.484153534146026,0.444188399799168,0.594883856614462,1.50735609072804,0.505441669265876
"32",0.249315814517904,0.518745722435415,0.373822548985481,0.637579262714011,2.76002482793341,0.546912579712258
"33",0.101549890500028,0.378449865244329,0.422429702244699,0.56611529399125,0.903570652538415,0.399874503801388
"34",0.358166755514685,0.479037685226649,0.357974842749536,0.626145322281077,3.82892699090005,0.510627925648569
"35",0.393757292565424,0.722768745198846,0.355719211604446,0.659473086924099,4.37160634065241,0.75249582474536
"36",0.0993038904573768,0.771534486161545,0.331612287182361,0.596314618060257,1.07825711079992,0.809485926484379
"37",0.143311236416921,0.630517994845286,0.484207514300942,0.539663425860814,1.65309210453823,0.648836336120297
"38",0.180706141320989,0.637015941226855,0.368026262242347,0.667747170187672,2.0351696828112,0.663296043044404
"39",0.11397385624703,0.394976635836065,0.444557992275804,0.56392544115997,1.35158783008751,0.419199704988238
"40",0.380846471809782,0.242812052788213,0.297925199754536,0.658262782435684,4.21248041741987,0.280500058729587
"41",0.192079813634045,0.286472617508844,0.494056538771838,0.540852556324089,2.24457451814957,0.302886599276214
"42",0.363211531916168,0.661194697627798,0.245910110883415,0.697625531121957,4.07123073767244,0.705214435844865
"43",0.101623623943888,0.605701519502327,0.288496616855264,0.653108039334618,1.13396166857801,0.643918925177216
"44",0.0462531983153895,0.659302681218833,0.231390121299773,0.66527874955636,0.538552367868339,0.707391436587842
"45",0.0839063246850856,0.292520049447194,0.3226762060076,0.651698117161944,0.970376272985865,0.326787546504483
"46",0.106602830176707,0.556147162010893,0.509313944913447,0.531732687964155,1.22831514205863,0.570611344256659
"47",0.354208653422538,0.774455251963809,0.43616988286376,0.577985219952986,3.74955311230959,0.798440595736829
"48",0.0484008362493478,0.718491811212152,0.569752364605665,0.425635222687767,0.556802939404641,0.727038880220969
"49",0.0327300608204678,0.473475543688983,0.599000899121165,0.372187245025455,0.372312796472338,0.478953417305331
"50",0.175724429171532,0.55988455680199,0.421819078922272,0.58363700997906,2.00195485413091,0.585930962028453
"51",0.240385358985513,0.671522327745333,0.329808382038027,0.629155895341943,2.6303450233925,0.706561668503396
"52",0.347113877579104,0.249271587841213,0.289775625802577,0.676573440837848,3.81395168947938,0.286224347183331
"53",0.138492877215613,0.2208350953646,0.361854847427458,0.589817125277587,1.54188470827896,0.255133822280348
"54",0.0830843704985455,0.415290993871167,0.509440661035478,0.513640015320073,0.915730057799234,0.430496338032059
"55",0.195992511298973,0.343062913138419,0.558297768142074,0.447075654257885,2.11593020825712,0.352613584503108
"56",0.215086246540304,0.714871688326821,0.54166764607653,0.459925681888338,2.30144332994288,0.727063139252456
"57",0.207687267381698,0.757438315497711,0.417403896525502,0.64993190842985,2.32383932927488,0.777743832668864
"58",0.376994776693173,0.415281292656437,0.492642922326922,0.525528280066867,3.78262208339103,0.432438619613172
"59",0.307030280125327,0.217839674605057,0.232717898394912,0.711039099815409,3.40578503029541,0.26183457169359
"60",0.0708603610447608,0.324856077088043,0.546172390412539,0.476186239358617,0.725222483868023,0.335146418580958
"61",0.0742127937916666,0.471378858666867,0.546243888325989,0.465159674490586,0.966107968228073,0.482764698266199
"62",0.014957219962962,0.720248896721751,0.522618426382542,0.492411500000425,0.206810784741977,0.734890925650363
"63",0.0506791688548401,0.352350570075214,0.521170783881098,0.53145783003412,0.531559380723178,0.363836634887444
"64",0.222924951186869,0.474044508673251,0.586069633997977,0.397049234094675,2.46526974685011,0.480680885347239
"65",0.162416724413633,0.7862664016895,0.411765386071056,0.596042377296977,1.73919734953729,0.812120026503761
"66",0.302963329521008,0.708893999131397,0.235384894162416,0.668499796591842,3.29671927089652,0.755542986007129
"67",0.264361174011137,0.329545658314601,0.306538824085146,0.657221460202561,2.97603923242525,0.365376552899916
"68",0.0989371313014999,0.775145392585546,0.434337965771556,0.593363517144783,1.13344279106556,0.798202859782015
"69",0.235887917110231,0.770457229856402,0.406122736819088,0.617041074404615,2.62038766512629,0.795740118193036
"70",0.387077017507982,0.719927622843534,0.210233065858483,0.748875592168759,4.38598434332135,0.76782041442581
"71",0.323805961571634,0.400669790431857,0.25648215804249,0.719620131699187,3.63566595157657,0.439758002537393
"72",0.303600957135204,0.45938022043556,0.40785389598459,0.641595456697631,3.38255010721007,0.482407527352089
"73",0.0320802324241959,0.238066439935938,0.247416188009083,0.685633061932283,0.382314445012888,0.280286472604477
"74",0.0191941848024726,0.38477611518465,0.443119600787759,0.590413855798058,0.192023173358873,0.407101602852881
"75",0.246236208416522,0.445944645581767,0.333403765689582,0.624335783468285,2.75626461859041,0.480973729851978
"76",0.274215559291188,0.535847866954282,0.50329010579735,0.536238614375643,2.92356304431873,0.550243150819869
"77",0.20904905423522,0.475025110319257,0.372887174412608,0.631975250601761,2.3756145262725,0.50428827260074
"78",0.0913506062980741,0.499128203140572,0.303202351089567,0.640498382436925,1.00039203478789,0.537352977363924
"79",0.324099448022898,0.58887024638243,0.451423893030733,0.570069943008441,3.52268434997239,0.610966234518898
"80",0.09478281294927,0.481763582257554,0.274303754046559,0.602733758904206,0.798103879258322,0.521078371569402
"81",0.0707510446198285,0.444033356942236,0.202840205281973,0.717228693605304,0.744278487347908,0.495190416076083
"82",0.261180835727137,0.527772509399802,0.560301193315536,0.436680047288053,2.71068048373031,0.537247115341755
"83",0.0989618409634568,0.589082621457055,0.496652882732451,0.539095440785399,1.07475972157178,0.605453317724689
"84",0.0226874377694912,0.696802225802094,0.342125292122364,0.628910700079783,0.243876539545814,0.730049517754107
"85",0.144684080830775,0.58544346424751,0.344174397271127,0.607332533168899,1.63941791449375,0.621042184918985
"86",0.325009786053561,0.347411128086969,0.57049173284322,0.416082471732718,3.48977886861009,0.355932067426887
"87",0.174020896926522,0.308740653004497,0.522605782188475,0.512756766408536,2.07671052835279,0.321238021998623
"88",0.0665777708520181,0.699871704168618,0.284582809358835,0.662434208302812,0.709112974592569,0.738095319885132
"89",0.206841511754319,0.740088058123365,0.381679205130786,0.57073258417168,1.82651264319817,0.768409066742457
"90",0.0629601813969202,0.531024249317125,0.595439600106329,0.34899837983611,0.655728055636916,0.537594270953496
"91",0.0563515226892196,0.317124679451808,0.400002854224294,0.591926002301807,0.636616736961967,0.346350786998577
"92",0.125216241483577,0.214930158434436,0.247571051400155,0.707540701317956,1.33342704754257,0.255121201869569
"93",0.356376214560587,0.599315962288529,0.494637014064938,0.53125364422679,3.68743861321237,0.615378219219388
"94",0.30660386168398,0.344439640734345,0.520746374502778,0.496169542580288,3.24089022664388,0.358483380675409
"95",0.0180162216490135,0.666058599948883,0.544454999733716,0.458826604030879,0.171544342913967,0.678204288690113
"96",0.271240678566974,0.561835281178355,0.266089600417763,0.655131677304205,2.96082102393097,0.604661408794033
"97",0.0124577044602484,0.331796892499551,0.42930506374687,0.590315696461164,0.0208037173848451,0.356037051971633
"98",0.0946393517870456,0.226400706311688,0.50892016813159,0.532022557316169,1.07015780704197,0.240833610210102
"99",0.0669749072892591,0.200743888737634,0.256900793965906,0.670228968307781,0.773494780607267,0.242948169597742
"100",0.323658789796755,0.225614778557792,0.495012630429119,0.524320327589818,3.43105182567273,0.242626865914689
